Material|Descripción|Unidades por caja|Peso (g)|Volumen (cm3)|Coste medio|Coste última reposición
50276913|UNA PO COMPACTO NUDE ME RF ESCURO MEX|0|40|170|0|0
50276915|UNA BLUSH REALCE ME RF UVA MATTE|0|1|1|0|0
50276916|UNA BLUSH REALCE ME RF ROSE MATTE ARG|0|35|243|106|106
50276986|MODELO ZEST ESTOJO REVENDA ARGENTINA|0|1|1|0|0
50276987|KIT PLANT SH RPQ AC RPQ KIT CHOQUE ARG|0|1|1|0|0
50276988|KIT 110 PUNTOS ARG|0|1|1|0|0
50276989|KIT CN KAIAK AERO FEM AV FEM EXTREMO|0|1|1|0|0
50277012|UNA BLUSH REALCE ME RF ROSE PEROLADO ARG|0|35|170|0|0
50277013|UNA BLUSH REALCE ME RF BRONZ PEROLAD ARG|0|35|243|119|119
50277014|UNA BLUSH REALCE ME RF CORAL PEROLAD ARG|0|35|243|128|128
50277015|UNA PO COMPACTO NUDE ME RF CLARO ARG|0|40|170|0|0
50277016|UNA PO COMPACTO NUDE ME RF CLARO 24 ARG|0|40|243|151|151
50277017|UNA PO COMPACTO NUDE ME RF MEDIO ARG|0|40|243|162|162
50277080|UNA PO COMPACTO NUDE ME RF CASTANHO ARG|0|41|243|148|148
50277083|UNA BLUSH REALCE ME RF ROSE MATTE MEX|0|35|170|0|0
50277084|UNA BLUSH REALCE ME RF ROSE PEROLADO MEX|0|35|170|0|0
50277085|UNA BLUSH REALCE ME RF BRONZ PEROLAD MEX|0|35|170|0|0
50277086|UNA BLUSH REALCE ME RF CORAL PEROLAD MEX|0|35|170|0|0
50277087|UNA PO COMPACTO NUDE ME RF CLARO MEX|0|40|170|0|0
50277088|UNA PO COMPACTO NUDE ME RF CLARO 24 MEX|0|40|170|0|0
50277089|UNA PO COMPACTO NUDE ME RF MEDIO MEX|0|40|170|0|0
50277137|TODODIA DES HID CORP MACADAMIA AMOST 5ML|0|1|1|0|0
50277139|TODODIA DES HID CORP ALGODAO AMOT 5ML|0|1|1|0|0
50277142|TODODIA DES HID CORP FLOR LIMAO AMOS 5ML|0|7|3|3|3
50277143|TODODIA DES HID CORP NOZ PECA  AMOST 5ML|0|5|10|5|5
50277144|TODODIA DES HID CORP AMEIXA AMOST 5ML|0|1|1|0|0
50277145|TODODIA DES HID FRUTAS VERMELHA AMOS 5ML|0|5|1|3|3
50277146|TODODIA DES HID FLOR DE LIS AMOST 5ML|0|5|70|5|5
50277147|TODODIA SAB BARRA FLIMAO 5X90G PM|0|482|771|101|101
50277148|TODODIA SAB BARRA FLIMAO 5X90G PM|0|480|780|106|106
50277160|KIT CN KAIAK AERO MASC AERO FEM EXTREMO|0|1|1|0|0
50277161|KIT CN KAIAK AERO MASC AV MASC EXTREMO|0|1|1|0|0
50277162|KIT CN KAIAK AERO MASC AERO FEM AV MASC|0|1|1|0|0
50277239|KAIAK AERO CJ EXCL SHOWROOM REGALO ARG|0|1|1|0|0
50277249|PLANT SH CAB CACH SEM SULF 300ML|0|1|1|0|0
50277250|TODODIA CJ DAMASCO Y NUECES REGALO ARG|0|1|1|0|0
50277370|MMBB PPBB SAB LIQUIDO 200ML BTV|0|257|691|0|0
50277410|PLANT COND CAB CACH CO WASH 300ML|0|1|1|0|0
50277411|PLANT CPP CAB CACHEADO 300ML|0|1|1|0|0
50277412|PLANT COND CAB CACHEADOS 300ML RG|0|1|1|0|0
50277434|NECESSAIRE HOMEM PADRES 2019|0|2|2|0|0
50277539|TODODIA HID MAOS FLORLIZ 50ML PM|0|65|240|30|30
50277625|KIT INICIO PASO1 FOLLETERIA|0|106|408|21|21
50277628|KIT INICIO PASO2 FOLLETERIA|0|18|100|4|4
50277629|KIT INICIO PASO3 FOLLETERIA|0|2|2|4|4
50277630|KIT INICIO PASO4 FOLLETERIA|0|19|442|4|4
50277631|KIT INICIO PASO1 LLAVERO|0|6|100|10|10
50277632|KIT INICIO PASO1 TALONARIO DE PEDIDO 19|0|61|90|8|8
50277633|KIT INICIO PASO 2 DEMO X 30 UNIDADES 19|0|61|675|59|59
50277635|KIT INICIO PASO2|0|2|2|1|1
50277636|KIT INICIO PASO3|0|2|2|1|1
50277637|BOLSA KIT DE INICIO 2019|0|110|700|106|106
50277643|UNA BLUSH REALCE ME RF UVA MATTE MEX|0|35|170|0|0
50277646|UNA PRIMER PRO LABIAL ARG|0|12|52|78|78
50277647|UNA PRIMER PRO LABIAL MEX|0|9|28|0|0
50277648|UNA BATOM VELVET ROUGE 2M|0|1|1|0|0
50277649|UNA BATOM MATTE INTRANSF ROUGE 2M|0|22|39|118|118
50277655|KIT 1 LABIALES FRANJA ARG|0|1|1|0|0
50277656|KIT 2 LABIALES FRANJA ARG|0|1|1|0|0
50277657|KIT 3 LABIALES FRANJA ARG|0|1|1|0|0
50277658|KIT 4 LABIALES FRANJA ARG|0|1|1|0|0
50277716|CARTA DIGITALIZATE ENERGIA NIRVANA ARG|0|4|1|0|0
50277750|TODODIA HID MAOS ALGODAO 50ML PM|0|68|198|33|33
50277751|TODODIA HID MAOS NOZPECA FPS 50ML PM|0|67|240|45|45
50277752|TODODIA HID PES NOZPECA 50ML PM|0|64|240|38|38
50277753|TODODIA HID PES FOLHA LIMAO 50ML PM|0|65|240|40|40
50277754|TODODIA ESFOL CORP NOZPECA 200ML PM|0|240|671|0|0
50277755|TODODIA MOUSSE BANHO FLOR LIZ 200ML PM|0|242|630|104|104
50277756|TODODIA BBCREAM AMEIXA CLARA 120ML PM|0|150|374|0|0
50277757|TODODIA BBCREAM AMEIXA NEGRA 120ML PM|0|150|374|0|0
50277758|TODODIA GEL DETOX REVI FLIMAO 200G PM|0|241|640|96|96
50277760|TODODIA SAB LIQUIDO MACADAMIA 300ML PM|0|1|1|0|0
50277761|TODODIA SAB LIQUIDO FRUVERME 300ML PM|0|1|1|0|0
50277762|TODODIA SAB LIQUIDO ALESALVIA 300ML PM|0|1|1|0|0
50277763|TODODIA SAB LIQ AMEIXA 300ML PM|0|1|1|0|0
50277768|TODODIA SPRAY PERFUMADO ALGODA 200ML PM|0|1|1|136|136
50277769|TODODIA SPRAY PERFUMADO MACADA 200ML PM|0|1|1|0|0
50277770|TODODIA SPRAY PERFUMADO FLOLIZ 200ML PM|0|220|480|114|114
50277771|TODODIA SPRAY PERFUMADO FRUVER 200ML PM|0|220|560|127|127
50277772|TODODIA SPRAY PERFUMADO FLIMAO 200ML PM|0|220|475|114|114
50277775|TODODIA SABGEL CER AVELA 2019 290G|0|330|639|0|0
50277776|AQUARELA BOLSA MUNDO REDONDA|0|128|1620|0|0
50277782|NATURE CJ NINAS REGALO ARG|0|1|1|0|0
50277783|NATURE CJ NINOS REGALO ARG|0|1|1|0|0
50277975|MMBB CJ PLB NAVIDAD 2018 ARG|0|1|1|0|0
50277976|ESSENCIAL CJ FEM PLB NAVIDAD 2018 ARG|0|1|1|0|0
50277977|ESTA FLOR CJ NAVIDAD 2018 PLB ARG|0|1|1|0|0
50277978|NAT HOMEM CJ PLB NAVIDAD 2018 ARG|0|1|1|0|0
50277979|HUMOR PROPRIO CJ OPC A NAVIDAD 2018 ARG|0|1|1|0|0
50277980|HUMOR PROPRIO CJ OPC B NAVIDAD 2018 ARG|0|1|1|0|0
50277981|HUMOR PROPRIO CJ OPC C NAVIDAD 2018 ARG|0|1|1|0|0
50277985|KAIAK AVENT MASC SAB BARRA 90G NA19|0|1|1|0|0
50278063|KRISKA DRAMA DES COL 100ML SEM FIRB|0|1|1|0|0
50278064|KRISKA DRAMA DES COL AMOS 3X1ML SEM FIRB|0|10|89|0|0
50278065|KRISKA DRAMA DES COL DEMO 4ML SEM FIRB|0|9|12|0|0
50278066|KRISKA DRAMA EDT AMOS 3X1ML LAT SEM FIRB|0|10|89|0|0
50278067|KRISKA DRAMA EDT DEMO 4ML LATAM SEM FIRB|0|9|12|0|0
50278068|KRISKA DRAMA EDT 100 ML ARG MLF SEM FIRB|0|287|761|177|177
50278069|KRISKA DRAMA EDT 50ML COL MLF SEM FIRB|0|184|444|0|0
50278454|UNA LAPIS RETRATIL PARA OLHOS PRETO|0|8|32|55|55
50278455|UNA LAPIS RETRAT PARA OLHOS MARROM|0|9|32|68|68
50278457|NATURE CJ NINAS PLB NAVIDAD 2018 ARG|0|1|1|0|0
50278520|DECORACION C01|0|10|4|688|688
50278521|DECORACION C02|0|10|4|1150|1150
50278522|DECORACION C03|0|10|474|445|445
50278523|DECORACION C04|0|10|4|1040|1040
50278524|DECORACION C05|0|10|4|560|560
50278525|DECORACION C06|0|10|4|730|730
50278526|DECORACION C07|0|10|4|2166|2166
50278527|KITS TARJETAS MADRES|0|10|4|57|57
50278528|DECORACION C09|0|1631|7000|1510|1510
50278529|DECORACION C10|0|1031|9600|864|864
50278550|DECORACION C11|0|10|4|817|817
50278551|DECORACION C12|0|1|1|690|690
50278552|DECORACION C13|0|10|4|2729|2729
50278553|TALONARIOS SORTEO MADRES|0|63|83|23|23
50278555|DECORACION C15|0|10|4|1526|1526
50278556|DECORACION C16|0|10|4|4885|4885
50278558|DECORACION C17 Y C1|0|10|4|748|748
50278559|BOLSA TELA MADRES 2|0|10|4|49|49
50278570|BOLSA TELA MADRES 3|0|10|4|49|49
50278572|BOLSA TELA MADRES 1|0|10|4|49|49
50278573|TIRAS OLFATIVAS C02 HUMOR|0|10|4|16|16
50278615|FACES NEW KIT 3 BATOM MATTE CT AMOR|0|1|1|0|0
50278689|KMAX MASC DEO PARFUM 100ML|0|418|704|0|0
50278699|UNA CJ SENSES LABIAL VIOLETA LAVANDA ARG|0|1|1|0|0
50278722|BANDERA SEMILLAS 2019 ARG|0|2|2|270|270
50278723|DECO SEMILLAS 2019  ACTIVACION 1 ARG|0|2|2|95|95
50278724|DECO SEMILLAS 2019  ACTIVACION 2 ARG|0|2|2|78|78
50278725|DECO SEMILLAS 2019  ACTIVACION 3 ARG|0|2|2|108|108
50278726|AGENDA SV 2019 ARG|0|2|2|630|630
50278727|MOCHILA SEMILLAS 2019 ARG|0|755|5000|725|725
50278728|BILLETERA SEMILLAS 2019 ARG|0|173|546|330|330
50278732|CARTA PROX PEDIDO 1 ARG|0|1|1|0|0
50278733|CARTA PROX PEDIDO 2 ARG|0|1|1|0|0
50278734|CARTA PROX PEDIDO 3 ARG|0|1|1|0|0
50278735|CARTA PROX PEDIDO 4 ARG|0|1|1|0|0
50278736|CARTA PROX PEDIDO 5 ARG|0|1|1|0|0
50278737|CARTA PROX PEDIDO 6 ARG|0|1|1|0|0
50278738|CARTA PROX PEDIDO 7 ARG|0|1|1|0|0
50278739|CARTA PROX PEDIDO 8 ARG|0|1|1|0|0
50278740|CARTA PROX PEDIDO 9 ARG|0|1|1|0|0
50278741|CARTA PROX PEDIDO 10 ARG|0|1|1|0|0
50278742|CARTA PROX PEDIDO 11 ARG|0|1|1|0|0
50278743|CARTA PROX PEDIDO 12 ARG|0|1|1|0|0
50278744|CARTA PROX PEDIDO 13 ARG|0|1|1|0|0
50278745|CARTA PROX PEDIDO 14 ARG|0|1|1|0|0
50278746|CARTA PROX PEDIDO 15 ARG|0|1|1|0|0
50278747|CARTA PROX PEDIDO 16 ARG|0|1|1|0|0
50278748|CARTA PROX PEDIDO 17 ARG|0|1|1|0|0
50278749|CARTA PROX PEDIDO 18 ARG|0|1|1|0|0
50278750|CARTA PROX PEDIDO 19 ARG|0|1|1|0|0
50278751|CARTA PROX PEDIDO 20 ARG|0|1|1|0|0
50278752|CARTA PROX PEDIDO 21 ARG|0|1|1|0|0
50278753|CARTA PROX PEDIDO 22 ARG|0|1|1|0|0
50278754|BOLSA ESPECIAL PEQUENA19 ARG|0|35|442|19|19
50278755|KIT TD FRUTOS ROJOS HC JB ARG|0|1|1|0|0
50278756|BOLSA ESPECIAL MEDIANA19 ARG|0|60|375|28|28
50278757|CAJA ESPECIAL MEDIANA19 ARG|0|90|600|30|30
50278759|KIT TODODIA INTIMO JL TOALLITAS ARG|0|1|1|0|0
50278761|KIT EKOS MARACUYA MANOS PIES ARG|0|1|1|0|0
50278763|KIT CHRONOS CLARO MEDIO ARG|0|1|1|0|0
50278765|FICHA BIENVENIDA 2019 AJUSTE  C2A ARG|0|2|2|1|1
50278766|FICHA BIENVENIDA 2019 AJUSTE  C6 ARG|0|2|2|3|3
50278768|KIT CHRONOS MEDIO OSCURO ARG|0|1|1|0|0
50278769|PLANT CJ NUTRICION BRILLO SH AC MAS ARG|0|1|1|0|0
50278770|PLANT CJ NUTRICION BRILLO SH AC OLEO ARG|0|1|1|0|0
50278771|CHRONOS CJ 30+ DIA Y NOCHE ARG|0|1|1|0|0
50278780|CHRONOS CJ 60+ DIA Y NOCHE ARG|0|1|1|0|0
50278789|ESSENCIAL DEO SPRAY 100ML PAIS19|0|134|312|0|0
50278790|UNA CJ SENSES LABIAL ROSE CRISTAL ARG|0|1|1|0|0
50278791|UNA CJ SENSES LABIAL ROJO RUBI ARG|0|1|1|0|0
50278792|UNA CJ SENSES LABIAL ROSE QUARTZO ARG|0|1|1|0|0
50278793|UNA CJ SENSES LABIAL VIOLETA AMATIST ARG|0|1|1|0|0
50278794|UNA CJ SENSES LABIAL NUDE MARFIL ARG|0|1|1|0|0
50278795|KIT CPV LZTO TACO Y REPUESTO ARG|0|1|1|0|0
50278796|KIT EXCLUSIVO 1 ARG|0|1|1|0|0
50278797|KIT EXCLUSIVO 2 ARG|0|1|1|0|0
50278798|KIT EKOS MARACUYA HC JL EXFOLIANTE ARG|0|1|1|0|0
50278800|KMAX MASC DEO PARFUM DEMO 4ML|0|9|12|0|0
50278802|KMAX  MASC DEO PARFUM 3X1ML|0|10|89|0|0
50279030|KAIAK DEO SPRAY 100ML PAIS19|0|134|312|0|0
50279033|MMBB CAIXA PERFUMADA DES COL 3X50ML|0|273|1320|206|206
50279034|ERVA DOCE SABONETE EM BARRA 2X50G|0|1|1|0|0
50279036|SACOLA PP PACK 5UN|0|100|720|0|0
50279037|SACOLA P PACK 5UN|0|1|1|0|0
50279038|SACOLA MINI PACK 5 UN|0|1|1|0|0
50279088|REGALO CHRONOS BRINDE FRANJA C4 CELEBRA|0|46|260|57|57
50279153|EKOS CJ COPAIBA PADRES 2019 ARG|0|1|1|0|0
50279154|HUMOR A RIGOR CJ PADRES 2019 ARG|0|1|1|0|0
50279155|BIOGRAFIA CJ PADRES 2019 ARG|0|1|1|0|0
50279156|KAIAK CJ URBE ENTRADA PADRES 2019 ARG|0|1|1|0|0
50279157|KAIAK CJ URBE PRODUCTIVO PADRES 2019 ARG|0|1|1|0|0
50279158|NAT HOMEM CJ VERUM ENT PADRES 2019 ARG|0|1|1|0|0
50279159|NAT HOMEM CJ VERUM PROD PADRES 2019 ARG|0|1|1|0|0
50279200|ESSENCIAL CJ EXCLUSIVO PADRES 2019 ARG|0|1|1|0|0
50279201|PPBB CJ PADRES 2019 ARG|0|1|1|0|0
50279202|SR N CJ C08 PADRES 2019 ARG|0|1|1|0|0
50279203|KAIAK AVENTURA CJ PADRES 2019 ARG|0|1|1|0|0
50279204|NAT HOMEM CJ BARBA PADRES 2019 ARG|0|1|1|0|0
50279270|TODODIA SAB LIQ MACADAMIA 300ML|0|1|1|0|0
50279271|TODODIA SAB LIQ FRUT VERME  300ML|0|347|635|0|0
50279272|TODODIA SAB LIQ ALEC SALVIA 300ML|0|347|635|0|0
50279273|TODODIA SAB LIQ AMEIXA 300ML|0|347|635|0|0
50279304|AGUAS FLOR MANZANA CJ AMIGOS 2019 ARG|0|1|1|0|0
50279305|EKOS CJ PITANGA AMIGOS 2019 ARG|0|1|1|0|0
50279306|BIOGRAFIA CJ CLASICO FEM AMIGOS 2019 ARG|0|1|1|0|0
50279307|HUMOR PAZ E HUMOR CJ AMIGOS 2019 ARG|0|1|1|0|0
50279308|KIT HUMORES AMIGOS 2019 ARG|0|1|1|0|0
50279309|EKOS CJ MANOS AMIGOS 2019 ARG|0|1|1|0|0
50279310|TODODIA CJ  FRAG EXC AMIGOS 2019 ARG|0|1|1|0|0
50279311|EKOS CJ JABONES AMIGOS 2019 ARG|0|1|1|0|0
50279312|SEVE CJ AMIGOS 2019 ARG|0|1|1|0|0
50279313|KIT CPV MATE AMIGOS 2019 ARG|0|1|1|0|0
50279314|NATURE NINAS CJ NINOS 2019 ARG|0|1|1|0|0
50279315|NATURE NINOS CJ NINOS 2019 ARG|0|1|1|0|0
50279316|NATURE NINAS CJ JABONES NINOS 2019 ARG|0|1|1|0|0
50279317|NATURE NINOS CJ JABONES NINOS 2019 ARG|0|1|1|0|0
50279318|MMBB CJ NINOS 2019 ARG|0|1|1|0|0
50279319|KIT CPV JUEGO DE CARTAS NINOS ARG|0|1|1|0|0
50279320|EKOS CJ TRIO SAB BARRA MARACUJA MASSG|0|1|1|0|0
50279569|KIT EKOS MURUMURU SH AC CPP ARG|0|1|1|0|0
50279574|TODODIA HID DES ALGODAO 80ML|0|104|242|0|0
50279575|SEVE DES HID TRIO MINIATURAS|0|1|1|0|0
50279600|KIT EKOS MURUMURU SH AC MASC MANT ARG|0|1|1|0|0
50279601|KIT TODODIA ALGODON HC JB ARG|0|1|1|0|0
50279602|KIT EKOS CASTANA HC MANOS ARG|0|1|1|0|0
50279603|KIT EKOS CASTANA MANOS PIES EXF ARG|0|1|1|0|0
50279604|KIT CHRONOS HAS DIA NOCHE 45+ ARG|0|1|1|0|0
50279605|KIT CHRONOS HAS DIA NOCHE 70+ ARG|0|1|1|0|0
50279606|KIT CHRONOS HYDRAS DIA NOCHE PIEL NS ARG|0|1|1|0|0
50279607|KIT CHRONOS HYDRAS DIA NOCHE PIEL MO ARG|0|1|1|0|0
50279608|KIT EKOS CAPIM LIMAO HC JL AGUA ARG|0|1|1|0|0
50279609|KIT MMBB TOALLITAS JABON ARG|0|1|1|0|0
50279610|KIT AQUARELA MI ROJO FAVORITO ARG|0|1|1|0|0
50279611|KIT MANEKINEKO 201906 1799 110 PTS ARG|0|1|1|0|0
50279612|KIT MANEKINEKO 201906 1199 70 PTS ARG|0|1|1|0|0
50279635|CAIXA QUERIDINHOS 2019|0|1|1|0|0
50279637|EKOS ENCANT FLORE FEM EDT ETIQ PERF LATM|0|0|1|0|0
50279658|ESSENCIAL ESTILO MAS DEO PARF 100ML 2019|0|1|1|0|0
50279659|ESSENCIAL ESTILO FEM DES COL 100ML 2019|0|340|572|0|0
50279687|MMBB SABONETE EM BARRA 5X100G BTV|0|527|785|110|110
50279815|TODODIA SAB BAR AVELA CASSIS 2019 5X90G|0|483|793|76|76
50279816|NECESSAIRE KRISKA JEANS MAES19|0|1|1|0|0
50280021|EKOS DES COL MAGIAFLOR FEM AMO 3X1ML IG|0|1|1|0|0
50280022|EKOS DES COL MAGIA FLOR FEM DEMO 4ML IG|0|9|12|0|0
50280023|EKOS AMO DES COL FLOR DO LUAR 3X1ML IG|0|10|89|0|0
50280024|EKOS DEMO DES COL FLOR DO LUAR 4ML IG|0|9|12|0|0
50280025|EKOS AMO DES COL FLOR MANHA FEM 3X1ML IG|0|1|1|0|0
50280026|EKOS DEMO DES COL FLOR MANHA FEM 4ML IG|0|1|1|0|0
50280027|EEKOS EDT JARDIM FLUT AMO 3X1ML IG LATAM|0|10|81|18|18
50280028|EKOS EDT ENCANT FLORES DEMO 4ML IG LATAM|0|9|12|0|0
50280029|EKOS EDT MAGIA AMAZON AMO 3X1ML IG LATAM|0|1|1|0|0
50280050|EKOS EDT MAGIA AMAZON DEMO 4ML IG LATAM|0|1|1|0|0
50280051|EKOS EDT FLOR MANHA AMOS 3X1ML IG LATAM|0|1|1|0|0
50280052|EKOS EDT FLOR MANHA DEMO 4ML IG LATAM|0|1|1|0|0
50280053|EKOS EDT FLOR LUAR AMO 3X1ML IG LATAM|0|10|190|21|21
50280054|EKOS EDT FLOR LUAR DEMO 4ML IG LATAM|0|1|1|0|0
50280055|EKOS EDT ENCANTO FLORES FEM 100ML IG COL|0|330|684|0|0
50280056|EKOS EDT MAGIA AMAZONIA FEM 100ML IG COL|0|1|1|0|0
50280057|EKOS EDT FLOR LUAR FEM 100ML IG COL|0|1|1|0|0
50280058|EKOS EDT FLOR DA MANHA FEM 100ML IG COL|0|1|1|0|0
50280059|EKOS EDT ENCANTO FLORES FEM 100ML IG ARG|0|323|756|219|219
50280060|EKOS EDT MAGIA AMAZONIA FEM 100ML IG ARG|0|325|684|216|216
50280062|EKOS EDT FLOR LUAR FEM 100ML IG ARG|0|330|684|0|0
50280063|EKOS EDT FLOR DA MANHA FEM 100ML IG ARG|0|330|684|0|0
50280082|EKOS POLPA CRP CASTANHA 400ML NF|0|444|1010|0|0
50280083|EKOS RF POLPA CRP CASTANHA 400ML NF|0|433|771|0|0
50280084|EKOS LEITE NUTRI CASTANHA 200ML NF|0|224|396|0|0
50280322|BOLSAS MEDIANAS RETAIL ARG|0|90|612|15|15
50280324|CAJAS RETAIL ARG|0|1|1|23|23
50280327|BOLSAS PEQUENAS RETAIL ARG|0|45|352|11|11
50280365|HUMOR CURTIDAS HUMOR DES CORPORAL FEM|0|134|327|0|0
50280366|HUMOR CURTIDAS HUMOR RF DES CORPORAL FEM|0|113|242|0|0
50280551|TIRAS OLFATIVAS C8 ARG|0|10|4|23|23
50280552|BANDERINES C03 ARG|0|10|4|225|225
50280553|RULETA MADRES|0|10|4|900|900
50280554|TIRA DE LUCES C05 ARG|0|10|4|210|210
50280576|EKOS DES HIDR CORP UCUUBA 400ML|0|444|1010|0|0
50280590|KAIAK AERO MASC DES ROLLON ANTIMANC 75ML|0|115|280|37|37
50280591|KAIAK AERO FEM DES ROLLON ANTIMANC 75ML|0|115|280|42|42
50280604|EKOS RF POLPA CRP ACAI 400ML|0|433|793|0|0
50280607|EKOS SAB LIQ ESFOL CRP ACAI 200ML|0|227|666|0|0
50280609|EKOS FLUIDO MASSAGEM ANDIROBA 100G|0|124|285|0|0
50280614|KIT INICIO PASO 1 2019 ARG|0|1|1|0|0
50280615|KIT INICIO PASO 2 2019 ARG|0|1|1|0|0
50280616|KIT INICIO PASO 3 2019 ARG|0|1|1|0|0
50280617|KIT INICIO PASO 4 2019 ARG|0|1|1|0|0
50280674|EKOS MANT MAOS UCUUBA 75G|0|96|226|0|0
50280675|EKOS MANT CRP UCUUBA 200G|0|260|541|123|123
50280703|EKOS RF DES HIDR CORP UCUUBA 400ML|0|433|793|89|89
50280704|EKOS MULTIPACK CRM ESF CRM 4X100G|0|408|480|164|164
50280705|EKOS MULTIPACK CREMOSO 4X100G|0|418|480|122|122
50280706|EKOS MULTIPACK CREM ESFREFR 4X100G|0|420|576|129|129
50280707|EKOS MULTIPACK ESFOLIANTE 4X100G|0|419|576|145|145
50280712|EKOS SAB BAR CASTANHA CREM FPCK 100G|0|102|202|27|27
50280740|HOJE DES COL FEMININO 20ML|0|1|1|0|0
50280741|SHIRAZ DES COL FEMININO 20ML|0|1|1|0|0
50280742|INTUCAO DES COL FEMININO 20ML|0|1|1|0|0
50280743|EKOS VELA CASTANHA|0|1|1|0|0
50280744|UNA CLASSICO DEO PARFUM AMOS 3X1ML|0|10|89|0|0
50280745|UNA ARTISAN DEO PARFUM DEMO 4 ML|0|1|1|0|0
50280746|UNA ARTISAN DEO PARFUM AMOS 3X1ML|0|1|1|0|0
50280747|UNA CLASSICO EDP DEMO 4 ML LATAM|0|9|12|0|0
50280748|UNA CLASSICO EDP AMOST 3X1ML LATAM|0|10|89|0|0
50280774|FACES RIR BATOM CREMOSO NUDE FRESH|0|1|1|0|0
50280775|FACES RIR BATOM CREMOSO COBRE SUNSET|0|1|1|0|0
50280776|FACES RIR BATOM CREMOSO COSMOPOLITAN|0|1|1|0|0
50280777|FACES RIR BATOM CREMOSO CEREJA DRAMA|0|1|1|0|0
50280778|FACES RIR BATOM CREMOSO ROSA KISS ME|0|1|1|0|0
50280779|FACES RIR BATOM CREMOSO VINHO ROCKS|0|1|1|0|0
50280817|CAIXA EXCLUSIVA COLECOES PERFUMARIA FEM|0|1|1|0|0
50280819|EKOS FLOR DO LUAR PLB NAVIDAD 2018 ARG|0|1|1|0|0
50280820|FACES RIR BATOM CREMOSO PURPLE NIGHT|0|1|1|0|0
50280821|FACES RIR BATOM CREMOSO BROKEN BROWN|0|1|1|0|0
50280822|FACES RIR BATOM CREMOSO ROCK N RED|0|1|1|0|0
50280823|FACES RIR BATOM CREMOSO CORAL NEON|0|1|1|0|0
50280824|FACES RIR BATOM CREMOSO UNDER RED|0|1|1|0|0
50280825|FACES RIR BATOM CREMOSO HEY HONEY|0|1|1|0|0
50280826|FACES RIR BATOM CREMOSO PINK UP|0|1|1|0|0
50280827|FACES RIR BATOM CREM ROXO INFINITY|0|1|1|0|0
50280831|FACES RIR ESTOJO PO COMPACTO|0|1|1|0|0
50280835|FACES RIR NEW DELINEADOR PRETO|0|8|31|0|0
50280907|SOBRE DINAMICA TODODIA FLOR DE LIS ARG|0|21|5000000|10|10
50280940|BIOGRAFIA FEM PLB NAVIDAD 2018 ARG|0|1|1|0|0
50280941|BIOGRAFIA MASC PLB NAVIDAD 2018 ARG|0|1|1|0|0
50280942|NAT HOMEM CLASICO PLB NAVIDAD 2018 ARG|0|1|1|0|0
50280943|TODODIA CJ PLB NAVIDAD 2018 ARG|0|1|1|0|0
50280944|EKOS CJ CACAO PLB NAVIDAD 2018 ARG|0|1|1|0|0
50280945|EKOS CJ JABONES PLB NAVIDAD 2018 ARG|0|1|1|0|0
50280946|AQUARELA CJ OP1 PLB NAVIDAD 2018 ARG|0|1|1|0|0
50280947|AQUARELA CJ OP2 PLB NAVIDAD 2018 ARG|0|1|1|0|0
50280948|AQUARELA CJ OP3 PLB NAVIDAD 2018 ARG|0|1|1|0|0
50280949|ESSENCIAL CJ ELIXIR MAS PLB NAV 2018 ARG|0|1|1|0|0
50280960|EKOS POLPA CRP ACAI 400ML MQT|0|444|1010|0|0
50280964|QUERIDINHOS SABONETES NATURA|0|1|1|0|0
50280980|EKOS ESFOL CRP ANDIROBA 200G|0|269|525|0|0
50280981|EKOS HIDRA CRP ANDIROBA 400ML|0|444|1010|0|0
50280982|EKOS REF HIDRA CRP ANDIROBA 400ML|0|424|793|129|129
50280983|EKOS OLEO TRIF CRP ANDIROBA 200ML|0|224|396|0|0
50280984|EKOS RF OLEO TRIF CRP ANDIROBA 200ML|0|222|444|119|119
50280985|EKOS  SAB LIQ MAOS CASTANHA 250ML|0|288|522|0|0
50280986|EKOS RF SAB LIQ MAOS CASTANHA 250ML|0|288|522|0|0
50280987|EKOS NECTAR MAOS MARACUJA 75G|0|96|226|0|0
50280988|EKOS SAB LIQ ESFOL CRP MARACUJ 200ML|0|227|666|0|0
50280989|EKOS SAB LIQ MAOS MARACUJA 250ML|0|297|680|0|0
50280990|CAIXA HUMOR QUIM DE HUMMOR NAMO19|0|102|506|0|0
50281000|EKOS OLEO TRIF CRP MARACUJA 200ML|0|225|408|0|0
50281001|EKOS NECTAR CRP MARACUJA 400ML|0|444|1010|0|0
50281002|EKOS RF SAB LIQ MAOS MARACUJA 250ML|0|288|522|0|0
50281028|11OS RF OLEO TRIF CRP MARACUJA 200ML|0|222|444|132|132
50281029|EKOS OLEO TRIF CRP PITANGA 200ML|0|224|425|0|0
50281030|EKOS RF OLEO TRIF CRP PITANGA 200ML|0|217|336|132|132
50281031|EKOS RF NECTAR CRP MARACUJA 400ML|0|433|750|143|143
50281032|11OS RF COND MURUMURU 300ML|0|321|608|64|64
50281033|4KOS RF SH MURUMURU 300ML|0|332|628|67|67
50281034|EKOS MASCARA PATAUA 200G|0|258|541|95|95
50281035|EKOS RF CONDICIONADOR PATAUA 300ML|0|320|628|80|80
50281036|EKOS RF SHAMPOO PATAUA 300ML|0|331|608|72|72
50281037|EKOS RF SAB LIQ MAOS PITANGA 250ML|0|288|531|0|0
